Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Referee,Match Report,Notes,Shots on target against,Saves,Save %,Clean sheets,PSxG,PSxG+/-,40+ yard GK passes completed,40+ yard GK passes attempted,40+ yard GK completion %,GK open play passes attempted,GK throws attempted,% of passes launched by GK,Average length of GK pass,Goalkicks attempted,% of goakicks launched,Average length of goalkicks,Opposition crosses into area,Penalty area crosses stopped,Penalty area crosses stopped %,Def actions outside penalty area by GK,Average distance of GK def actions,Goals,Pens scored,Pens attempted,Shots,Shots on target,Free-kick shots,Shot on target %,Goals/Shot,Goals/Shots on target,npxG,npxG/Shot,Goals-xG,np:Goals-xG,Total passes completed,Total passes attempted,Total pass %,Total distance of passes,Progressive distance of passes,Short passes completed,Short passes attempted,Short pass %,Medium passes completed,Medium passes attempted,Medium pass %,Long passes completed,Long passes attempted,Long pass %,Assists,xA,Key passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Live passes,Dead ball passes,Free-kick passes,Through balls,Passes under pressure,Switches,Crosses,Corners,In-swinging corners,Out-swinging corners,Straight corners,Ground passes,Low passes,High passes,Left foot passes,Right foot passes,Headed passes,Throws taken,Other body part passes,Offsides,Out of bounds passes,Intercepted passes,Blocked passes,SCA,Live pass SCA,Dead ball SCA,Dribble SCA,Shot SCA,Foul SCA,GCA,Live pass GCA,Dead ball GCA,Dribble GCA,Shot GCA,Foul GCA,Own goal GCA,Tackles attempted,Tackles won,Tackles in def 3rd,Tackles in mid 3rd,Tackles in final 3rd,Tackles won against dribbles,Tackles attempted vs dribbles,Tackle% against dribbles,# Dribbled past,Pressures,Successful pressures,Pressure success %,Pressures in def 3rd,Pressures in mid 3rd,Pressures in final 3rd,Blocks,Shots blocked,Shots on target blocked,Passes blocked,Interceptions,Clearances,Errors,Touches,Touches in def area,Touches in def 3rd,Touches in middle 3rd,Touches in final 3rd,Touches in opposition pen area,Live ball touches,Successful dribbles,Attempted dribbles,Dribble success %,#Players dribbled past,Nutmegs,Carries,Total distance of carries,Progressive distance of carries,Targets,Balls received %,Miscontrols,Dispossessed,Points taken
2020-06-22,20:00 (00:30),Matchweek 30,Mon,Away,L,0,5,Manchester City,0.0,2.7,29,,Ben Mee,4-4-2,Andre Marriner,Match Report,,6,2,0.33299999999999996,0,2.5,-2.5,5,28,17.9,23,2,82.6,55.5,12,75.0,66.8,5,0,0.0,1,15.8,0,0,0,1,0,1,0.0,0.0,,0.0,0.04,0.0,0.0,261,338,77.2,5142,1576,7,13,53.8,184,206,89.3,70,119,58.8,0,0.0,0,11,0,0,14,298,40,8,0,69,8,4,1,1,0,0,188,54,96,109,180,15,13,5,2,9,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0,12,4,3,8,1,6,18,33.3,12,95,14,14.7,19,51,25,12,4,0,8,6,18,0,407,62,166,200,58,3,369,10,16,62.5,10,0,220,1186,517,312,83.7,7,4,0
2020-06-25,18:00 (22:30),Matchweek 31,Thu,Home,W,1,0,Watford,1.2,0.7,53,,Ben Mee,4-4-2,Mike Dean,Match Report,,3,3,1.0,1,0.7,0.7,4,22,18.2,29,9,55.2,45.1,7,85.7,73.7,15,4,26.7,1,18.9,1,0,0,9,4,0,44.4,0.11,0.25,1.2,0.14,-0.2,-0.2,318,457,69.6,5817,2049,9,16,56.3,241,293,82.3,68,148,45.9,1,0.9,7,22,4,2,26,411,46,15,1,68,10,10,1,1,0,0,186,112,159,131,218,44,22,14,3,14,1,7,16,13,0,1,2,0,2,2,0,0,0,0,0,13,5,6,5,2,3,10,30.0,7,118,32,27.1,50,45,23,9,1,1,8,10,35,0,564,69,193,275,123,15,522,4,9,44.4,5,0,273,1418,676,401,79.3,8,9,3
2020-06-29,20:00 (00:30),Matchweek 32,Mon,Away,W,1,0,Crystal Palace,0.6,1.2,43,,Ben Mee,4-4-1-1,Simon Hooper,Match Report,,4,4,1.0,1,0.9,0.9,3,15,20.0,12,0,66.7,54.9,8,87.5,68.3,10,1,10.0,0,15.7,1,0,0,8,4,0,50.0,0.13,0.25,0.6,0.08,0.4,0.4,290,394,73.6,5559,1708,3,15,20.0,213,250,85.2,74,129,57.4,1,0.2,5,19,4,0,26,352,42,12,0,115,8,11,1,1,0,0,205,74,115,144,193,19,20,2,0,13,4,12,12,6,2,2,0,2,2,0,1,0,0,1,0,19,12,16,1,2,3,11,27.3,8,140,39,27.9,59,47,34,23,7,0,16,7,32,0,517,73,173,251,112,9,475,9,17,52.9,11,0,273,1542,735,328,88.4,6,11,3
2020-07-05,12:00 (16:30),Matchweek 33,Sun,Home,D,1,1,Sheffield Utd,1.5,1.2,49,,James Tarkowski,4-4-2,Peter Bankes,Match Report,,3,2,0.667,0,1.2,0.2,10,26,38.5,32,9,62.5,51.9,6,100.0,69.0,18,3,16.7,0,13.6,1,0,0,9,5,0,55.6,0.11,0.2,1.5,0.17,-0.5,-0.5,336,461,72.9,6768,2498,6,17,35.3,247,296,83.4,83,148,56.1,1,1.1,7,23,6,0,30,406,55,16,3,33,15,16,3,3,0,0,237,57,167,122,234,52,28,12,2,11,2,10,14,9,3,0,1,1,2,1,1,0,0,0,0,15,9,6,6,3,1,13,7.7,12,100,31,31.0,34,43,23,26,4,0,22,7,38,0,586,68,216,267,131,14,532,4,7,57.1,4,0,299,1610,734,423,79.4,14,12,1
2020-07-08,18:00 (22:30),Matchweek 34,Wed,Away,W,1,0,West Ham,1.0,1.9,47,,James Tarkowski,4-4-2,Michael Oliver,Match Report,,3,3,1.0,1,1.2,1.2,7,27,25.9,21,3,81.0,62.6,10,100.0,75.2,22,3,13.6,1,18.5,1,0,0,8,4,0,50.0,0.13,0.25,1.0,0.12,0.0,0.0,321,433,74.1,6144,2185,9,24,37.5,238,271,87.8,74,138,53.6,1,0.7,7,19,10,4,31,391,42,7,1,64,5,18,3,3,0,0,223,63,147,132,231,26,21,6,5,12,5,10,13,11,1,0,0,1,2,2,0,0,0,0,0,14,11,7,5,2,3,15,20.0,12,154,51,33.1,57,70,27,30,10,0,20,9,50,1,580,95,214,245,148,24,538,7,12,58.3,7,0,280,1724,782,393,81.7,12,8,3
2020-07-11,15:00 (19:30),Matchweek 35,Sat,Away,D,1,1,Liverpool,0.7,2.1,29,,James Tarkowski,4-4-2,David Coote,Match Report,,9,8,0.889,0,2.7,1.7,9,35,25.7,24,3,91.7,61.0,15,86.7,68.8,9,1,11.1,0,11.8,1,0,0,6,2,0,33.3,0.17,0.5,0.7,0.12,0.3,0.3,167,286,58.4,3303,1474,6,14,42.9,119,144,82.6,42,128,32.8,1,0.2,3,7,1,0,13,242,44,9,0,37,9,19,6,6,0,0,110,39,137,63,164,24,12,6,3,18,4,4,8,6,1,0,1,0,2,1,1,0,0,0,0,10,6,5,5,0,1,13,7.7,12,121,37,30.6,57,38,26,19,9,0,10,14,40,0,396,101,204,137,73,8,354,2,5,40.0,2,0,179,1069,515,244,68.4,10,7,1
2020-07-15,18:00 (22:30),Matchweek 36,Wed,Home,D,1,1,Wolves,1.8,1.1,46,,James Tarkowski,4-4-2,Mike Dean,Match Report,,5,4,0.8,0,1.1,0.1,9,21,42.9,23,6,56.5,49.0,10,80.0,59.9,4,1,25.0,0,15.8,1,1,1,8,0,0,0.0,0.0,,1.1,0.16,-0.8,-1.1,264,391,67.5,5585,2081,10,22,45.5,173,216,80.1,81,153,52.9,0,1.1,8,18,7,1,35,345,46,8,2,60,15,14,3,0,3,0,181,87,123,116,179,38,23,8,1,6,8,10,17,12,2,1,0,2,1,1,0,0,0,0,0,12,6,6,4,2,4,21,19.0,17,137,28,20.4,58,50,29,22,4,0,18,10,23,0,486,64,155,246,107,19,439,5,7,71.4,5,1,250,1149,558,369,71.5,10,6,1
2019-08-10,15:00 (19:30),Matchweek 1,Sat,Away,D,0,0,Crystal Palace,0.9,0.8,65,25151.0,Séamus Coleman,4-2-3-1,Jonathan Moss,Match Report,,2,2,1.0,1,0.6,0.6,4,13,30.8,30,2,36.7,38.7,5,40.0,38.0,4,1,25.0,0,12.3,0,0,0,10,2,0,20.0,0.0,0.0,0.9,0.09,-0.9,-0.9,443,560,79.1,8796,2945,17,37,45.9,308,356,86.5,118,167,70.7,0,0.5,7,30,6,1,54,493,67,20,0,50,16,17,2,1,0,0,329,62,169,139,330,33,39,3,0,12,9,23,13,10,1,0,2,0,0,0,0,0,0,0,0,17,9,10,6,1,8,14,57.1,6,136,54,39.7,51,56,29,17,5,0,12,14,24,0,703,75,244,336,156,19,640,7,17,41.2,8,1,437,2474,1173,552,80.3,21,19,1
2019-08-17,15:00 (19:30),Matchweek 2,Sat,Home,W,1,0,Watford,0.9,1.2,44,39066.0,Séamus Coleman,4-2-3-1,Lee Mason,Match Report,,2,2,1.0,1,0.7,0.7,9,22,40.9,31,9,54.8,43.4,10,50.0,49.9,10,0,0.0,0,10.5,1,0,0,12,2,1,16.7,0.08,0.5,0.9,0.08,0.1,0.1,238,336,70.8,4829,2071,3,15,20.0,175,207,84.5,60,114,52.6,1,0.5,8,14,4,0,31,282,54,11,2,43,14,11,4,3,0,1,191,56,89,88,189,10,28,9,2,24,12,13,17,7,3,4,0,3,1,1,0,0,0,0,0,23,13,13,5,5,10,20,50.0,10,134,32,23.9,50,59,25,8,1,0,7,9,54,0,489,92,207,207,107,15,436,18,25,72.0,18,2,291,2100,1067,313,76.0,16,22,3
2019-08-23,20:00 (00:30),Matchweek 3,Fri,Away,L,0,2,Aston Villa,1.0,0.9,63,41922.0,Séamus Coleman,4-2-3-1,Michael Oliver,Match Report,,3,1,0.33299999999999996,0,0.8,-1.2,6,12,50.0,27,8,40.7,39.9,4,25.0,27.8,5,0,0.0,0,12.1,0,0,0,12,0,0,0.0,0.0,,1.0,0.09,-1.0,-1.0,466,579,80.5,9010,3131,1,20,5.0,360,410,87.8,105,149,70.5,0,1.0,11,44,11,1,62,519,60,18,0,138,14,24,6,1,4,1,367,105,107,139,361,18,29,9,0,12,6,17,19,15,3,0,1,0,0,0,0,0,0,0,0,13,8,6,7,0,8,23,34.8,15,172,53,30.8,47,81,44,7,2,0,5,6,22,0,671,43,153,355,210,24,615,17,18,94.4,18,0,440,2782,1446,564,82.6,18,10,0
2019-09-01,14:00 (18:30),Matchweek 4,Sun,Home,W,3,2,Wolves,1.3,1.3,58,39374.0,Séamus Coleman,4-2-3-1,Anthony Taylor,Match Report,,5,3,0.6,0,2.2,0.2,15,26,57.7,35,5,71.4,51.8,2,50.0,28.5,10,1,10.0,0,16.1,3,0,0,15,6,0,40.0,0.2,0.5,1.3,0.09,1.7,1.7,391,499,78.4,8698,3049,3,13,23.1,268,310,86.5,120,176,68.2,3,1.0,10,43,12,6,50,457,42,14,0,98,26,25,7,0,6,0,312,49,138,160,271,26,16,11,1,9,10,16,21,11,5,1,3,1,4,4,0,0,0,0,0,24,15,6,15,3,2,16,12.5,14,132,46,34.8,30,63,39,11,2,0,9,9,36,1,646,80,184,314,191,32,605,7,13,53.8,9,2,382,2393,1348,483,81.0,14,18,3
2019-09-15,14:00 (18:30),Matchweek 5,Sun,Away,L,1,3,Bournemouth,1.4,1.5,58,10416.0,Séamus Coleman,4-2-3-1,Paul Tierney,Match Report,,5,2,0.4,0,1.7,-1.3,12,26,46.2,35,4,71.4,48.3,3,33.3,35.3,6,0,0.0,2,16.8,1,0,0,14,5,0,35.7,0.07,0.2,1.4,0.1,-0.4,-0.4,390,512,76.2,8202,2853,9,24,37.5,275,322,85.4,106,166,63.9,1,0.8,8,30,10,4,58,461,51,9,1,62,20,23,7,4,3,0,277,113,122,151,293,24,28,9,0,12,13,18,18,14,0,2,2,0,2,2,0,0,0,0,0,21,9,7,9,5,14,30,46.7,16,174,48,27.6,35,84,55,24,4,0,20,11,33,0,650,56,197,321,163,26,599,19,24,79.2,21,1,401,2269,1089,464,84.1,15,13,0
2019-09-21,15:00 (19:30),Matchweek 6,Sat,Home,L,0,2,Sheffield Utd,1.0,0.2,70,39354.0,Séamus Coleman,4-2-3-1,Simon Hooper,Match Report,,1,0,-1.0,0,0.2,-0.8,6,12,50.0,23,3,34.8,40.0,5,80.0,51.0,6,0,0.0,0,13.2,0,0,0,16,3,1,18.8,0.0,0.0,1.0,0.07,-1.0,-1.0,479,594,80.6,10040,3204,9,27,33.3,326,361,90.3,144,206,69.9,0,0.7,10,44,16,6,56,528,66,9,2,88,32,42,12,5,6,0,354,115,125,199,325,15,37,4,1,9,5,16,22,18,0,2,1,1,0,0,0,0,0,0,0,14,7,4,4,6,7,19,36.8,12,110,37,33.6,31,41,38,9,0,0,9,4,29,0,719,48,181,303,287,37,653,16,31,51.6,19,2,480,3125,1823,552,86.8,16,10,0
2019-09-28,17:30 (22:00),Matchweek 7,Sat,Home,L,1,3,Manchester City,2.5,3.3,37,39222.0,Séamus Coleman,4-2-3-1,Michael Oliver,Match Report,,10,7,0.7,0,3.3,0.3,8,20,40.0,28,2,57.1,47.1,11,36.4,43.9,11,1,9.1,2,17.1,1,0,0,12,6,1,50.0,0.08,0.17,2.5,0.21,-1.5,-1.5,311,389,79.9,6654,2540,6,21,28.6,221,244,90.6,84,124,67.7,1,1.0,8,23,8,1,32,343,46,11,1,80,15,19,5,2,3,0,237,66,86,109,239,8,15,3,2,8,3,16,20,9,5,0,2,4,1,0,0,0,1,0,0,22,12,12,7,3,10,31,32.3,21,184,35,19.0,82,68,34,14,4,0,10,11,10,0,495,89,198,202,126,25,449,15,18,83.3,16,1,298,1943,1100,367,84.7,15,14,0
2019-10-05,15:00 (19:30),Matchweek 8,Sat,Away,L,0,1,Burnley,0.8,0.6,58,20650.0,Séamus Coleman,4-2-3-1,Graham Scott,Match Report,,3,2,0.667,0,1.1,0.1,8,24,33.3,31,7,51.6,45.0,8,100.0,78.5,7,1,14.3,1,11.9,0,0,0,11,2,1,18.2,0.0,0.0,0.8,0.08,-0.8,-0.8,387,515,75.1,7951,2644,8,22,36.4,277,331,83.7,102,162,63.0,0,0.3,8,24,3,0,35,465,50,9,0,88,15,25,9,2,3,1,288,104,123,169,260,31,22,8,1,13,8,13,14,8,2,2,1,1,0,0,0,0,0,0,0,8,3,4,3,1,5,8,62.5,3,142,42,29.6,44,62,36,16,3,0,13,8,13,0,608,62,215,278,144,20,557,8,14,57.1,8,0,338,2049,1227,474,81.6,12,8,0
2019-10-19,12:30 (17:00),Matchweek 9,Sat,Home,W,2,0,West Ham,2.1,0.9,52,39263.0,Lucas Digne,4-2-3-1,Paul Tierney,Match Report,,4,4,1.0,1,1.3,1.3,11,21,52.4,24,3,75.0,55.9,7,42.9,40.3,4,0,0.0,1,23.0,2,0,0,18,10,1,55.6,0.11,0.2,2.1,0.12,-0.1,-0.1,312,437,71.4,6671,3015,5,17,29.4,222,273,81.3,85,147,57.8,2,1.2,12,31,14,2,66,382,55,18,1,117,19,24,11,6,4,1,273,64,100,112,250,28,18,7,7,9,8,15,25,15,4,3,1,2,4,1,0,3,0,0,0,26,18,13,8,5,2,10,20.0,8,177,58,32.8,48,79,50,17,2,0,15,12,17,0,549,52,152,254,176,35,500,12,19,63.2,13,0,340,2080,1133,414,75.4,9,10,3
2019-10-26,15:00 (19:30),Matchweek 10,Sat,Away,L,2,3,Brighton,0.8,1.3,45,30529.0,Lucas Digne,4-2-3-1,Andy Madley,Match Report,,3,2,0.33299999999999996,0,1.5,-0.5,5,19,26.3,34,6,50.0,47.7,5,40.0,39.2,8,2,25.0,0,11.0,1,0,0,10,6,0,60.0,0.1,0.17,0.8,0.08,0.2,0.2,369,463,79.7,7209,2484,1,16,6.3,289,325,88.9,79,122,64.8,1,0.7,7,28,7,0,43,409,54,15,1,84,12,11,5,2,1,1,313,68,82,132,279,10,25,7,2,10,7,16,17,11,3,1,1,0,4,2,1,0,0,0,1,16,7,7,6,3,3,16,18.8,13,173,42,24.3,35,80,58,13,1,0,12,16,19,0,574,55,199,272,139,20,523,3,11,27.3,3,0,401,2248,1178,444,83.1,17,9,0
2019-11-03,16:30 (22:00),Matchweek 11,Sun,Home,D,1,1,Tottenham,0.7,0.6,46,39001.0,Lucas Digne,4-1-4-1,Martin Atkinson,Match Report,,2,1,0.5,0,1.0,0.0,15,23,65.2,31,4,64.5,52.2,5,60.0,56.8,5,0,0.0,1,19.0,1,0,0,7,3,0,42.9,0.14,0.33,0.7,0.1,0.3,0.3,313,407,76.9,7760,3176,2,21,9.5,202,237,85.2,109,149,73.2,1,0.7,7,33,14,5,62,359,48,10,0,62,24,29,5,3,2,0,212,89,106,148,202,18,26,4,1,9,8,24,14,12,1,1,0,0,2,2,0,0,0,0,0,29,11,10,14,5,11,26,42.3,15,151,42,27.8,36,76,39,11,1,0,10,6,24,1,535,49,165,226,181,27,489,14,19,73.7,14,2,365,2148,1100,373,83.9,18,21,1
2019-11-09,15:00 (20:30),Matchweek 12,Sat,Away,W,2,1,Southampton,1.9,0.9,54,29754.0,Gylfi Sigurðsson,4-2-3-1,Paul Tierney,Match Report,,3,2,0.667,0,1.2,0.2,9,25,36.0,29,0,65.5,52.4,7,85.7,64.7,4,1,25.0,0,16.7,2,0,0,24,5,0,20.8,0.08,0.4,1.9,0.08,0.1,0.1,314,424,74.1,6510,2836,4,14,28.6,221,263,84.0,89,147,60.5,2,1.0,14,35,12,2,52,363,61,15,1,86,12,26,9,1,7,0,189,109,126,84,254,31,28,6,0,10,10,16,34,24,4,2,3,1,3,2,0,0,1,0,0,26,12,12,11,3,10,23,43.5,13,126,42,33.3,39,64,23,4,1,0,3,10,29,0,559,51,149,229,205,46,499,14,22,63.6,17,2,304,1726,851,379,82.8,12,13,3
2019-11-23,15:00 (20:30),Matchweek 13,Sat,Home,L,0,2,Norwich City,0.7,1.6,56,39241.0,Gylfi Sigurðsson,4-2-3-1,Anthony Taylor,Match Report,,5,3,0.6,0,1.7,-0.3,10,18,55.6,29,9,51.7,43.2,5,60.0,53.4,6,0,0.0,2,16.9,0,0,0,18,7,1,38.9,0.0,0.0,0.7,0.04,-0.7,-0.7,331,444,74.5,7337,2755,2,19,10.5,228,272,83.8,101,153,66.0,0,0.5,13,35,16,2,63,385,59,10,1,106,14,33,7,3,4,0,215,91,138,105,256,26,34,10,0,12,10,19,29,19,5,1,2,2,0,0,0,0,0,0,0,27,14,14,7,6,11,27,40.7,16,211,54,25.6,69,88,54,13,5,0,8,4,36,1,593,60,175,261,184,44,533,7,18,38.9,9,2,333,2234,1202,407,81.3,9,12,0
2019-12-01,16:30 (22:00),Matchweek 14,Sun,Away,L,1,2,Leicester City,0.9,2.3,30,32144.0,Gylfi Sigurðsson,3-4-3,Graham Scott,Match Report,,6,4,0.667,0,2.5,0.5,6,28,21.4,23,3,82.6,60.6,10,90.0,69.3,10,1,10.0,3,21.9,1,0,0,11,3,0,27.3,0.09,0.33,0.9,0.09,0.1,0.1,201,296,67.9,4311,1971,5,12,41.7,139,172,80.8,57,112,50.9,1,0.9,11,22,3,3,38,252,44,8,0,27,11,21,4,4,0,0,141,67,88,81,170,14,19,3,1,7,8,11,22,11,4,4,2,1,2,2,0,0,0,0,0,21,12,14,4,3,3,12,25.0,9,277,74,26.7,126,98,53,18,3,0,15,22,49,1,443,81,174,181,110,20,401,9,15,60.0,9,0,239,1514,863,263,76.4,10,12,0
2019-12-04,20:15 (01:45),Matchweek 15,Wed,Away,L,2,5,Liverpool,1.5,2.5,43,53094.0,Gylfi Sigurðsson,3-4-3,Mike Dean,Match Report,,5,0,0.0,0,2.5,-2.5,4,17,23.5,21,5,61.9,49.2,5,80.0,69.4,3,0,0.0,0,13.4,2,0,0,11,4,1,36.4,0.18,0.5,1.5,0.14,0.5,0.5,271,383,70.8,5546,2151,4,11,36.4,197,238,82.8,70,134,52.2,1,1.1,8,23,5,2,39,330,53,14,2,111,8,26,6,0,5,0,193,73,117,97,220,19,22,8,2,10,7,8,15,10,3,0,0,2,2,2,0,0,0,0,0,19,11,6,11,2,7,21,33.3,14,156,36,23.1,49,74,33,15,3,0,12,14,19,0,495,46,169,238,120,22,442,8,12,66.7,8,0,252,1609,855,356,76.1,14,15,0
2019-12-07,12:30 (18:00),Matchweek 16,Sat,Home,W,3,1,Chelsea,1.6,1.0,29,39114.0,Gylfi Sigurðsson,4-4-2,Craig Pawson,Match Report,,4,3,0.75,0,0.8,-0.2,15,34,44.1,22,0,95.5,74.2,13,100.0,78.8,13,0,0.0,0,16.9,3,0,0,13,7,0,53.8,0.23,0.43,1.6,0.13,1.4,1.4,165,266,62.0,3778,2003,4,11,36.4,122,160,76.3,39,95,41.1,1,0.9,8,16,9,4,26,218,48,12,1,66,7,12,1,1,0,0,111,64,91,73,133,16,20,2,2,11,7,6,13,9,2,1,0,1,2,2,0,0,0,0,0,34,21,16,14,4,13,41,31.7,28,204,44,21.6,89,79,36,16,4,0,12,10,40,0,434,69,166,146,137,24,386,8,13,61.5,9,0,157,953,450,239,69.0,13,13,3
2019-12-15,14:00 (19:30),Matchweek 17,Sun,Away,D,1,1,Manchester Utd,0.3,1.6,35,63328.0,Séamus Coleman,4-4-2,Michael Oliver,Match Report,,8,7,0.875,0,1.4,0.4,10,34,29.4,26,1,92.3,64.0,11,90.9,68.2,13,1,7.7,0,13.3,0,0,0,8,3,1,37.5,0.0,0.0,0.3,0.04,-0.3,-0.3,191,296,64.5,3816,1719,2,9,22.2,149,191,78.0,40,96,41.7,0,0.1,3,18,2,0,32,248,48,11,0,77,10,18,5,5,0,0,142,45,109,84,155,19,19,3,3,9,9,15,10,6,1,0,1,1,1,0,0,0,0,0,1,25,14,11,8,6,7,23,30.4,16,162,34,21.0,83,58,21,20,8,0,12,13,31,1,431,78,155,172,125,16,382,1,8,12.5,1,1,218,1290,702,292,65.4,10,11,1
2019-12-21,12:30 (18:00),Matchweek 18,Sat,Home,D,0,0,Arsenal,0.4,0.9,43,39336.0,Gylfi Sigurðsson,4-4-2,Kevin Friend,Match Report,,2,2,1.0,1,1.1,1.1,11,21,52.4,24,2,66.7,55.2,6,83.3,72.8,6,3,50.0,0,18.0,0,0,0,9,0,1,0.0,0.0,,0.4,0.05,-0.4,-0.4,298,394,75.6,6926,2750,3,15,20.0,202,240,84.2,93,139,66.9,0,0.3,5,21,8,1,48,345,49,11,0,83,14,23,5,1,3,1,202,95,97,131,192,21,26,10,0,15,4,14,13,10,1,1,0,1,0,0,0,0,0,0,0,20,12,10,5,5,8,23,34.8,15,132,30,22.7,25,56,51,12,1,0,11,16,18,0,506,45,155,231,155,26,457,10,15,66.7,11,1,262,1778,853,356,83.7,12,17,1
2019-12-26,15:00 (20:30),Matchweek 19,Thu,Home,W,1,0,Burnley,1.8,0.5,68,39177.0,Séamus Coleman,3-4-1-2,Anthony Taylor,Match Report,,0,0,,1,0.0,0.0,8,25,32.0,38,5,57.9,46.1,5,60.0,52.6,4,0,0.0,0,19.0,1,0,0,21,5,1,23.8,0.05,0.2,1.8,0.09,-0.8,-0.8,461,572,80.6,9111,3168,2,14,14.3,359,403,89.1,100,155,64.5,1,1.0,16,34,12,3,49,510,62,14,0,154,13,33,10,4,6,0,351,126,95,170,326,17,32,9,0,9,4,15,32,21,5,0,2,4,2,2,0,0,0,0,0,6,4,2,4,0,2,4,50.0,2,121,40,33.1,29,58,34,9,1,0,8,7,33,0,682,57,217,332,181,26,622,11,17,64.7,11,0,472,2724,1352,527,87.5,9,12,3
2019-12-28,15:00 (20:30),Matchweek 20,Sat,Away,W,2,1,Newcastle Utd,3.5,1.7,57,52211.0,Leighton Baines,4-4-2,Lee Mason,Match Report,,5,4,0.8,0,1.5,0.5,8,28,28.6,31,9,67.7,52.6,8,87.5,76.4,18,3,16.7,0,14.4,2,0,0,21,9,1,42.9,0.1,0.22,3.5,0.17,-1.5,-1.5,367,478,76.8,8232,2796,3,13,23.1,247,289,85.5,117,176,66.5,1,2.1,13,30,5,2,39,427,51,15,1,69,22,25,8,5,2,0,285,82,111,101,295,39,18,10,1,10,7,9,31,22,1,1,6,1,3,2,0,0,1,0,0,16,10,10,4,2,5,22,22.7,17,115,33,28.7,52,38,25,11,5,0,6,6,37,0,612,86,248,207,185,28,561,13,18,72.2,14,0,343,1834,1086,456,80.5,12,8,3
2020-01-01,17:30 (23:00),Matchweek 21,Wed,Away,L,1,2,Manchester City,1.1,1.6,35,54407.0,Séamus Coleman,3-5-2,Andre Marriner,Match Report,,7,5,0.7140000000000001,0,1.9,-0.1,16,32,50.0,46,5,63.0,48.5,5,60.0,49.4,6,1,16.7,2,16.5,1,0,0,7,2,0,28.6,0.14,0.5,1.1,0.16,-0.1,-0.1,334,432,77.3,7430,2521,4,26,15.4,217,254,85.4,113,152,74.3,0,0.3,5,14,3,0,25,385,47,15,0,96,8,12,6,1,5,0,259,82,91,129,244,15,18,6,1,3,11,20,9,5,3,0,1,0,1,0,0,0,1,0,0,14,10,8,5,1,3,17,17.6,14,209,42,20.1,62,111,36,12,3,0,9,14,12,0,524,86,227,239,82,12,478,9,14,64.3,9,0,347,1743,854,415,80.5,11,8,0
2020-01-11,15:00 (20:30),Matchweek 22,Sat,Home,W,1,0,Brighton,1.9,1.3,52,38772.0,Gylfi Sigurðsson,4-4-2,David Coote,Match Report,,2,2,1.0,1,1.1,1.1,8,22,36.4,30,5,53.3,43.8,10,60.0,57.4,8,0,0.0,2,16.9,1,0,0,14,6,0,42.9,0.07,0.17,1.9,0.14,-0.9,-0.9,396,511,77.5,8839,2956,4,15,26.7,250,304,82.2,142,192,74.0,1,1.7,12,26,14,4,50,466,45,9,7,66,18,27,4,3,0,1,317,102,92,131,314,23,21,9,2,8,5,10,25,20,1,3,1,0,2,1,0,1,0,0,0,20,10,8,10,2,11,22,50.0,11,197,56,28.4,41,104,52,18,1,0,17,12,37,0,652,70,191,317,178,38,607,10,16,62.5,10,1,350,2246,1205,481,82.3,15,11,3
2020-01-18,15:00 (20:30),Matchweek 23,Sat,Away,D,1,1,West Ham,1.3,1.2,51,59915.0,Séamus Coleman,4-4-2,Andre Marriner,Match Report,,5,4,0.8,0,1.5,0.5,5,21,23.8,28,5,53.6,46.1,8,75.0,57.5,15,0,0.0,0,8.3,1,0,0,10,2,0,20.0,0.1,0.5,1.3,0.13,-0.3,-0.3,379,494,76.7,7501,2721,4,19,21.1,274,322,85.1,101,153,66.0,1,1.1,7,27,8,1,49,452,42,14,1,84,12,25,6,2,3,1,340,64,90,133,297,27,12,11,1,13,6,18,15,10,4,0,1,0,2,1,1,0,0,0,0,23,11,14,7,2,3,5,60.0,2,117,37,31.6,37,54,26,18,4,1,14,13,28,0,626,76,235,281,161,22,584,8,15,53.3,10,0,385,2531,1393,431,87.9,11,16,1
2020-01-21,19:30 (01:00),Matchweek 24,Tue,Home,D,2,2,Newcastle Utd,1.7,1.0,56,38822.0,Lucas Digne,4-4-2,Simon Hooper,Match Report,,2,0,0.0,0,1.2,-0.8,7,20,35.0,28,4,50.0,36.7,7,85.7,66.4,8,1,12.5,0,17.0,2,0,0,16,7,1,43.8,0.13,0.29,1.7,0.11,0.3,0.3,506,607,83.4,10731,3104,6,19,31.6,349,394,88.6,151,194,77.8,2,1.5,11,31,13,4,54,557,50,9,3,69,32,24,6,4,1,0,406,93,108,184,366,12,25,8,1,4,17,10,26,23,0,1,0,2,4,4,0,0,0,0,0,21,15,11,6,4,7,21,33.3,14,167,50,29.9,43,76,48,20,3,0,17,12,29,0,743,60,213,391,183,30,694,12,18,66.7,14,1,497,2918,1483,589,85.9,16,10,1
